L J MC_steps R2 R2_std E E_std E2 E2_std E4 E4_std Sin1 Sin1_std Cos1 Cos1_std Mag2 Mag2_std Mag4 Mag4_std
600 0.09 36000000 1405 0 -56.0876 0 3145.82 0 9.89617e+06 0 -0.0311905 0 0.00282566 0 0.000980829 0 9.62026e-07 0 
600 0.09 39600000 2021.18 275.033 -49.8366 9.71684 3162.1 906.205 1.78066e+07 9.25598e+06 -0.00770756 0.00939037 -0.0011403 0.00951759 0.00171712 0.000440477 5.08273e-06 2.06131e-06 
600 0.09 43200000 2201.9 280.618 -49.5382 5.17671 2885.16 529.665 1.32513e+07 5.23993e+06 0.00129921 0.00693886 4.23118e-05 0.00550267 0.00156368 0.000345086 4.96475e-06 1.97907e-06 
600 0.09 46800000 2129.93 230.341 -48.2153 4.51512 2839.71 490.917 1.34529e+07 4.58177e+06 0.00807815 0.00750784 -0.00207578 0.00531368 0.00196854 0.000395942 7.94741e-06 2.65348e-06 
600 0.09 50400000 2161.9 204.054 -44.7697 4.34372 2510.63 419.549 1.11534e+07 3.56199e+06 0.00486337 0.00627542 -0.00742658 0.00481289 0.00185652 0.000294214 6.88862e-06 2.00262e-06 
600 0.09 54000000 2070.29 190.131 -45.0732 3.63036 2507.32 361.745 1.07788e+07 3.04535e+06 0.00425906 0.00525853 -0.00756966 0.00457764 0.00179686 0.000248613 6.42039e-06 1.71763e-06 
600 0.09 57600000 2091.3 190.268 -45.8643 3.35201 2615.8 349.473 1.26049e+07 3.51499e+06 0.00398203 0.00462723 -0.00381102 0.00490922 0.00214612 0.000295295 9.05495e-06 2.18419e-06 
600 0.09 61200000 2079.79 178.04 -44.4456 3.26053 2527.91 329.297 1.21671e+07 3.18474e+06 0.00400745 0.0041031 -0.00502013 0.00441411 0.00199746 0.000279136 8.11567e-06 2.02588e-06 
600 0.09 64800000 2116.55 170.012 -44.364 2.87469 2488.02 285.007 1.14073e+07 2.74196e+06 0.00401333 0.00402433 -0.00425674 0.0037794 0.00193155 0.000252549 7.66187e-06 1.85941e-06 
600 0.09 68400000 2124.66 152.073 -44.4277 2.63732 2469.68 261.05 1.10262e+07 2.50833e+06 0.00318559 0.00382209 -0.00533656 0.00358752 0.0019209 0.000252549 7.6373e-06 1.85941e-06 
600 0.09 72000000 2118.1 138.207 -43.6682 2.49231 2382.03 246.185 1.03605e+07 2.27394e+06 0.00420035 0.00352963 -0.00372544 0.00340401 0.00189987 0.000212436 7.48458e-06 1.55793e-06 
