L J MC_steps R2 R2_std E E_std E2 E2_std E4 E4_std Sin1 Sin1_std Cos1 Cos1_std Mag2 Mag2_std Mag4 Mag4_std Mag1 Mag1_std eig1 eig1_std eig2 eig2_std eig3 eig3_std R_g_2_trace R_g_2_trace_std R_g_2_direct R_g_2_direct_std asphericity asphericity_std
400 0.277 32000000 731 0 -118.498 0 14041.9 0 1.97174e+08 0 -0.0157352 0 -0.0050772 0 0.000273374 0 7.47334e-08 0 0.016534 0 10.5091 0 15.1219 0 214.458 0 240.089 0 240.089 0 0.705652 0 
400 0.277 33600000 436 208.597 -106.865 8.22567 11555.5 1758.08 1.39712e+08 4.06312e+07 -0.0111988 0.00320768 0.00219738 0.0051439 0.00020374 4.92385e-05 4.6359e-08 2.00637e-08 0.0140572 0.00175136 9.39978 0.784379 22.8038 5.43193 127.761 61.304 159.964 56.6565 159.964 56.6565 0.418659 0.202934 
400 0.277 35200000 627.667 209.355 -108.212 5.59298 11803.8 1189.45 1.43574e+08 2.72703e+07 0.0264374 0.0308042 0.018049 0.0133894 0.00440923 0.00343393 5.48169e-05 4.472e-05 0.0471136 0.0270157 10.4207 0.984038 27.1669 5.07985 111.767 42.9051 149.354 38.7517 149.354 38.7517 0.350229 0.146373 
400 0.277 36800000 815 225.775 -107.02 4.32 11527.9 923.524 1.36304e+08 2.13997e+07 0.0162583 0.0247279 0.018492 0.0100494 0.00345612 0.00270449 4.12017e-05 3.55522e-05 0.0414424 0.0208485 10.4588 0.738766 31.0742 5.09565 113.63 32.2193 155.164 29.496 155.164 29.496 0.341076 0.110065 
400 0.277 38400000 821 180.7 -103.603 4.61331 10840.1 961.442 1.22129e+08 2.13036e+07 0.0154234 0.0197964 0.0275259 0.0113984 0.00360466 0.00216766 3.64874e-05 2.87527e-05 0.0461136 0.0171941 12.1256 1.60371 34.2141 4.95025 113.772 25.7757 160.111 24.0082 160.111 24.0082 0.317588 0.0905238 
400 0.277 40000000 810.333 150.898 -107.606 5.30378 11747.8 1152.65 1.45983e+08 2.80952e+07 -0.000562938 0.0220254 0.0271761 0.00950401 0.00419153 0.00188416 3.88693e-05 2.4059e-05 0.0524972 0.0154681 11.1029 1.63024 32.1171 4.54772 110.975 21.6309 154.195 20.7229 154.195 20.7229 0.340891 0.0783784 
400 0.277 41600000 1242.71 420.684 -109.578 4.89891 12175.2 1064.29 1.56166e+08 2.58613e+07 0.0134411 0.0229022 0.0277505 0.00816363 0.00508885 0.00181614 4.8985e-05 2.2649e-05 0.0596171 0.0148066 11.0895 1.39741 1131.43 1017.77 3149.43 2813.12 4291.95 3830.86 4291.95 3830.86 0.35138 0.0678797 
400 0.277 43200000 1398.75 395.98 -104.035 6.72724 11185.3 1313.28 1.38909e+08 2.77962e+07 0.00977478 0.0203308 0.0248695 0.00763463 0.00448707 0.00168588 4.28713e-05 2.06265e-05 0.0542363 0.0138992 17.95 6.53287 1254.16 897.921 3211.66 2462.17 4483.76 3356.8 4483.76 3356.8 0.343119 0.0598954 
400 0.277 44800000 1261.22 375.105 -106.58 6.44335 11733 1276.47 1.52328e+08 2.77585e+07 0.0127771 0.0182922 0.0255078 0.00681297 0.00424308 0.00151611 3.86911e-05 1.87535e-05 0.0535285 0.0123728 17.5063 5.82205 2033.65 1084.96 4602.53 2551.38 6653.68 3617.81 6653.68 3617.81 0.340718 0.0532884 
400 0.277 46400000 1173.8 467.088 -108.016 5.95686 12022.3 1181.16 1.58488e+08 2.5657e+07 0.00703052 0.0173421 0.0211608 0.00738949 0.00405075 0.00137665 3.53601e-05 1.71714e-05 0.0529921 0.0111472 16.9934 5.26238 1834.03 994.661 4153.77 2335.37 6004.79 3313.71 6004.79 3313.71 0.338256 0.0480164 
400 0.277 48000000 1257 467.088 -108.593 5.44321 12118.4 1077.68 1.59631e+08 2.33501e+07 0.0125779 0.0166292 0.0189006 0.0072731 0.00410474 0.00125255 3.41067e-05 1.5656e-05 0.0543702 0.0102186 16.0444 4.8688 1672.66 992.89 5210.58 2350.05 6899.28 3293.71 6899.28 3293.71 0.397291 0.0712297 
400 0.277 49600000 1180.67 389.29 -104.906 6.11203 11453.6 1175.17 1.47758e+08 2.42358e+07 0.0120359 0.0152522 0.0192211 0.00647426 0.00380887 0.0011826 3.12901e-05 1.46025e-05 0.0518013 0.0096846 15.4878 4.49477 1535.12 871.239 4782.03 2192.94 6332.64 2920.79 6332.64 2920.79 0.388144 0.0658786 
400 0.277 51200000 1156.08 389.29 -112.567 9.27362 13789.3 2492.48 2.70907e+08 1.20414e+08 0.0128131 0.0140988 0.0231836 0.00708585 0.00393845 0.00109871 3.12046e-05 1.34795e-05 0.053518 0.0090905 15.0981 4.26104 1421.38 871.239 4481.43 2044.75 5917.9 2761.02 5917.9 2761.02 0.419827 0.0680043 
400 0.277 52800000 1173.57 333.742 -110.935 8.75363 13379.3 2347.92 2.56184e+08 1.12709e+08 0.0132651 0.013099 0.0256041 0.00801342 0.00391595 0.00102046 2.99135e-05 1.25784e-05 0.0539949 0.00845368 15.1005 3.86832 1325.08 771.679 5589.81 2178.48 6930 2712.15 6930 2712.15 0.460328 0.079035 
400 0.277 54400000 1234.6 333.742 -110.065 8.21313 13126.2 2204.99 2.45227e+08 1.05727e+08 0.014127 0.012254 0.0302134 0.00801342 0.00429905 0.00102181 3.41434e-05 1.24307e-05 0.0569484 0.0083902 16.5602 3.8761 1249.79 771.679 6303.67 2147.03 7570.01 2605.76 7570.01 2605.76 0.493526 0.079035 
400 0.277 56000000 1235.12 297.646 -108.837 7.79111 12816.7 2088.78 2.34077e+08 9.97051e+07 0.00856989 0.0126858 0.0310473 0.00866537 0.0044985 0.000977221 3.55158e-05 1.17293e-05 0.0587982 0.00806715 142.275 121.777 1733.71 803.79 7335.66 2315.22 9211.64 3012.88 9211.64 3012.88 0.481015 0.0725946 
