L J MC_steps R2 R2_std E E_std E2 E2_std E4 E4_std Sin1 Sin1_std Cos1 Cos1_std Mag2 Mag2_std Mag4 Mag4_std Mag1 Mag1_std eig1 eig1_std eig2 eig2_std eig3 eig3_std R_g_2_trace R_g_2_trace_std R_g_2_direct R_g_2_direct_std asphericity asphericity_std
500 0.272 50000000 69 0 -2307.59 0 5.32499e+06 0 2.83555e+13 0 -0.639316 0 -0.399355 0 0.568209 0 0.322861 0 0.753796 0 4.92545 0 6.1035 0 6.8639 0 17.8928 0 17.8928 0 0.00893885 0 
500 0.272 52500000 48 14.8492 -2354.96 33.4898 5.54806e+06 157734 3.08307e+13 1.75023e+12 -0.646304 0.00494175 -0.402873 0.0024875 0.580077 0.00839204 0.33663 0.00973606 0.761588 0.00550957 4.86907 0.0398653 6.10573 0.00157312 6.74982 0.0806686 17.7246 0.118961 17.7246 0.118961 0.00875178 0.000132275 
500 0.272 55000000 41.6667 11.1687 -2339.02 25.8432 5.473e+06 121713 2.99981e+13 1.35041e+12 -0.641916 0.00486773 -0.419541 0.0137099 0.588705 0.00899596 0.346816 0.0105499 0.767204 0.00587489 4.90749 0.0411145 6.1955 0.0733091 7.14292 0.325445 18.2459 0.432967 18.2459 0.432967 0.0116676 0.00238243 
500 0.272 57500000 37.5 9.12072 -2352.47 22.613 5.53614e+06 106410 3.06941e+13 1.17859e+12 -0.64155 0.00366453 -0.425689 0.0115792 0.593387 0.00787165 0.352356 0.00925322 0.770248 0.00513461 4.92371 0.033886 6.1312 0.0782556 7.08989 0.248367 18.1448 0.336325 18.1448 0.336325 0.01101 0.00187539 
500 0.272 60000000 32.6 8.51164 -2394.8 41.9622 5.74386e+06 204362 3.32007e+13 2.43215e+12 -0.64104 0.00296688 -0.429635 0.00991284 0.596053 0.0067337 0.355506 0.00792062 0.771982 0.00439092 4.85873 0.0641369 6.02226 0.11582 7.06747 0.199703 17.9485 0.321302 17.9485 0.321302 0.0117177 0.00162837 
500 0.272 62500000 43.3333 12.0961 -2406.26 36.5007 5.79808e+06 177350 3.38065e+13 2.10087e+12 -0.639835 0.0027061 -0.430966 0.00834965 0.595582 0.00562785 0.354908 0.00662303 0.771687 0.00366898 4.831 0.0591388 5.95591 0.113948 7.07167 0.166463 17.8586 0.280041 17.8586 0.280041 0.0121806 0.00142126 
500 0.272 65000000 40.1429 10.7806 -2411.78 31.7003 5.82369e+06 153853 3.40811e+13 1.81861e+12 -0.635029 0.00501758 -0.436663 0.00889054 0.594666 0.0048979 0.353796 0.00576961 0.7711 0.00319158 4.84522 0.0523738 5.85957 0.132264 7.13679 0.154897 17.8416 0.24055 17.8416 0.24055 0.0131441 0.00150989 
500 0.272 67500000 37.25 9.8135 -2424.61 30.2258 5.88606e+06 146718 3.48179e+13 1.73413e+12 -0.633656 0.0045743 -0.439475 0.0082118 0.595365 0.00433529 0.35461 0.00510558 0.771558 0.00282532 4.79818 0.0635345 5.84249 0.116829 7.10835 0.13812 17.749 0.227594 17.749 0.227594 0.0134108 0.0013445 
500 0.272 70000000 39 8.87777 -2422.84 26.9194 5.87668e+06 130716 3.46891e+13 1.54622e+12 -0.63095 0.00480033 -0.442045 0.00769103 0.594241 0.00399665 0.353266 0.00471181 0.770831 0.00260323 4.75218 0.0712079 5.81093 0.108028 7.25519 0.185035 17.8183 0.212585 17.8183 0.212585 0.0161986 0.00288734 
500 0.272 72500000 37.2 8.17043 -2427.7 29.4 5.89983e+06 142639 3.49512e+13 1.68273e+12 -0.630983 0.00515307 -0.443566 0.00982187 0.595577 0.00392268 0.354857 0.00463021 0.771696 0.00255345 4.74406 0.0718472 5.81749 0.118747 7.19331 0.176575 17.7549 0.200565 17.7549 0.200565 0.0155767 0.00266475 
