L J MC_steps R2 R2_std E E_std E2 E2_std E4 E4_std Sin1 Sin1_std Cos1 Cos1_std Mag2 Mag2_std Mag4 Mag4_std Mag1 Mag1_std eig1 eig1_std eig2 eig2_std eig3 eig3_std R_g_2_trace R_g_2_trace_std R_g_2_direct R_g_2_direct_std asphericity asphericity_std
500 0.28 50000000 355 0 -211.005 0 44523.1 0 1.9823e+09 0 -0.167384 0 -0.0102988 0 0.0281236 0 0.000790937 0 0.167701 0 32.3094 0 50.1731 0 29367.8 0 29450.3 0 29450.3 0 0.991616 0 
500 0.28 52500000 396 28.9914 -189.296 15.3505 36304.3 5811.58 1.38555e+09 4.21971e+08 -0.0912298 0.0538494 -0.0262539 0.011282 0.0150662 0.00923295 0.000397486 0.000278212 0.106261 0.0434448 22.6842 6.806 57.2307 4.99045 14739.9 10343.5 14819.8 10345.3 14819.8 10345.3 0.598162 0.278214 
500 0.28 55000000 851 372.008 -190.595 10.2885 36644.1 3884.31 1.38806e+09 2.81321e+08 -0.0719985 0.0391835 -0.0247109 0.0076261 0.0105749 0.00716489 0.000265836 0.000214372 0.0841416 0.0341326 23.8027 4.62833 83.3762 21.6054 20619.4 8402.18 20726.6 8415.91 20726.6 8415.91 0.72716 0.213295 
500 0.28 57500000 813 280.94 -185.174 9.03231 34615.9 3401.81 1.24455e+09 2.44874e+08 -0.0531009 0.0336374 -0.0246522 0.0057198 0.00808418 0.00579043 0.000199471 0.000170743 0.0692908 0.0286486 27.1324 4.51268 84.9321 16.26 23932.6 6924.13 24044.7 6935.25 24044.7 6935.25 0.792583 0.169709 
500 0.28 60000000 859 228.487 -178.87 9.16542 32414.6 3358.96 1.10712e+09 2.31268e+08 -0.0301325 0.0338553 -0.0227448 0.00488353 0.00727543 0.00468849 0.000162841 0.000140468 0.0681454 0.0229418 23.7291 4.72215 82.1631 13.2417 22065.4 5785.59 22171.3 5795.71 22171.3 5795.71 0.830763 0.139996 
500 0.28 62500000 1177.33 347.421 -177.454 7.74653 31850 2846.2 1.06302e+09 1.96883e+08 -0.0366871 0.0288402 -0.014967 0.0081837 0.00696234 0.00391751 0.000140556 0.000118812 0.0690318 0.0191353 21.3411 4.49861 72.0242 14.4025 18425.9 5855.21 18519.3 5868.64 18519.3 5868.64 0.80522 0.118971 
500 0.28 65000000 1137.29 300.089 -174.018 7.36257 30661.7 2676.17 9.90273e+08 1.81702e+08 -0.0362793 0.0247231 -0.0308015 0.0162517 0.00839236 0.00360944 0.000161628 0.00010369 0.0777813 0.0182929 19.8796 4.08647 68.1637 12.8519 15806.2 5574.09 15894.2 5586.6 15894.2 5586.6 0.720725 0.128524 
500 0.28 67500000 1295.75 301.528 -178.518 7.69565 32342.5 2820.52 1.10968e+09 1.94303e+08 -0.0354175 0.0216477 -0.0305799 0.0142217 0.00755658 0.00325359 0.000141789 9.26077e-05 0.0732219 0.0165648 21.2447 3.79683 98.2097 30.2717 14594.8 5007.22 14714.3 5011.33 14714.3 5011.33 0.736872 0.113468 
500 0.28 70000000 1200.33 282.719 -175.072 7.57317 31166.2 2741.47 1.03897e+09 1.85133e+08 -0.0287168 0.0202529 -0.0355114 0.0134694 0.00741017 0.00289537 0.000130359 8.30202e-05 0.0738624 0.0147367 22.7033 3.6444 92.0179 27.5341 16060.5 4660.44 16175.3 4662.61 16175.3 4662.61 0.765191 0.104335 
500 0.28 72500000 1294.4 269.642 -180.353 8.45908 33242.6 3157.2 1.20475e+09 2.29119e+08 -0.0344935 0.0190337 -0.0455231 0.0178427 0.00925662 0.00313987 0.000184273 9.05474e-05 0.0825617 0.0156211 21.8272 3.38364 87.7051 25.1162 15875.1 4732.29 15984.7 4730.28 15984.7 4730.28 0.787355 0.0962267 
