L J MC_steps R2 R2_std E E_std E2 E2_std E4 E4_std Sin1 Sin1_std Cos1 Cos1_std Mag2 Mag2_std Mag4 Mag4_std
5 0.75 250000 5.27009 0.108944 -2.32111 0.0631093 8.84833 0.302707 160.215 9.38408 0.0346348 0.0196859 0.0211595 0.0163654 0.471134 0.00929806 0.293517 0.00884194 
5 0.75 500000 5.24107 0.0658945 -2.29833 0.0569786 8.69626 0.235836 156.657 6.26338 0.0109636 0.015304 0.0128695 0.0107791 0.467196 0.00837089 0.289879 0.00780104 
5 0.75 750000 5.26207 0.0524465 -2.28556 0.0391127 8.62025 0.189725 154.133 4.81842 0.00703965 0.015291 -0.00530909 0.0146416 0.466785 0.00583406 0.289581 0.00526816 
5 0.75 1000000 5.25625 0.0507656 -2.29338 0.0327243 8.68752 0.148972 156.144 4.27431 0.0106081 0.0114174 -0.00761895 0.0108316 0.468766 0.00467989 0.291548 0.00459865 
5 0.75 1250000 5.21669 0.0531613 -2.3124 0.0306996 8.81201 0.171194 159.408 4.89233 0.00733744 0.00980695 -0.0063447 0.0093513 0.471855 0.00453215 0.294702 0.00473922 
5 0.75 1500000 5.23757 0.0453207 -2.29642 0.0285562 8.74126 0.149313 157.547 4.21447 0.00745713 0.00808405 -0.00540021 0.0099544 0.469443 0.00457738 0.29314 0.00433729 
5 0.75 1750000 5.22506 0.0395324 -2.28968 0.0256465 8.7259 0.130617 157.544 3.57439 0.00725875 0.00710204 -0.00249677 0.00842053 0.468493 0.00424515 0.29248 0.0037812 
5 0.75 2000000 5.22422 0.0349013 -2.28521 0.0235335 8.68035 0.121348 155.995 3.30123 0.00811596 0.00680578 -0.00337317 0.00725466 0.467375 0.00368201 0.291205 0.00331248 
5 0.75 2250000 5.21324 0.031698 -2.29176 0.0210498 8.68751 0.10624 156.134 2.91615 0.00781923 0.00606075 -0.00478617 0.00638364 0.468153 0.00322384 0.291518 0.00291447 
5 0.75 2500000 5.22451 0.0305335 -2.28368 0.0198141 8.65617 0.0946968 155.806 2.6208 0.00702187 0.00561327 -0.00477665 0.00567515 0.466995 0.0028658 0.290711 0.00266504 
5 0.75 2750000 5.22695 0.0285252 -2.27977 0.0194591 8.64031 0.0901892 155.319 2.51943 0.00628151 0.00513699 -0.00445824 0.00609332 0.466535 0.00277391 0.290122 0.00258548 
5 0.75 3000000 5.21875 0.027249 -2.28143 0.0188605 8.65052 0.088588 155.578 2.48734 0.00584904 0.00478815 -0.00564261 0.00609332 0.466832 0.00261945 0.290296 0.00250144 
