L J MC_steps R2 R2_std E E_std E2 E2_std E4 E4_std Sin1 Sin1_std Cos1 Cos1_std Mag2 Mag2_std Mag4 Mag4_std
8 0.75 640000 12.7556 0.331619 -4.92657 0.128443 32.7741 1.30267 2034.43 139.286 0.000482416 0.0209765 0.00437719 0.0169678 0.409846 0.0097863 0.225221 0.00850152 
8 0.75 1280000 12.9621 0.243858 -4.82693 0.0874265 31.514 0.972317 1899.99 105.499 0.000450369 0.0122856 0.017957 0.0115561 0.399048 0.00734801 0.215477 0.00652232 
8 0.75 1920000 13.0987 0.182263 -4.78014 0.0633839 30.9658 0.687789 1839.29 74.9969 0.00408381 0.0135347 0.0178658 0.0094906 0.396143 0.005138 0.211978 0.00463542 
8 0.75 2560000 13.0529 0.151631 -4.76617 0.0487619 30.8767 0.521966 1843.2 57.5646 0.00163542 0.00977192 0.0137335 0.00810981 0.395059 0.00414428 0.211283 0.00363783 
8 0.75 3200000 13.0625 0.132374 -4.76707 0.043556 31.0314 0.465626 1866.39 53.0385 0.00196611 0.00825321 0.0140331 0.00694029 0.395852 0.00366821 0.212338 0.003265 
8 0.75 3840000 13.0224 0.121104 -4.79264 0.0429378 31.2649 0.459542 1885.39 48.9994 -0.000228025 0.00705252 0.0116408 0.00629092 0.398389 0.00361921 0.214537 0.00322406 
8 0.75 4480000 13.0267 0.11065 -4.78865 0.0394039 31.2821 0.424788 1893.39 45.6209 -0.00178836 0.00607663 0.0113978 0.00585024 0.397664 0.00333801 0.214367 0.00298223 
8 0.75 5120000 13.0462 0.101656 -4.78628 0.0356287 31.2747 0.385505 1894.87 41.123 6.89666e-06 0.00556825 0.00903516 0.00573653 0.397209 0.00300885 0.214461 0.00268782 
8 0.75 5760000 13.0518 0.0949838 -4.7932 0.0333827 31.3476 0.361808 1899.84 38.349 0.00135844 0.0051447 0.0051963 0.00541564 0.397753 0.00278929 0.215008 0.00251787 
8 0.75 6400000 13.0727 0.0891005 -4.78832 0.0312984 31.2738 0.335389 1892.28 35.2583 0.00142769 0.00501954 0.00486796 0.00517293 0.397845 0.00258109 0.214837 0.00231517 
8 0.75 7040000 13.0479 0.0828122 -4.79694 0.0293611 31.3495 0.317863 1898.83 33.8084 0.00340968 0.0049001 0.00335895 0.00488566 0.398251 0.00241502 0.215041 0.00217174 
8 0.75 7680000 13.0187 0.0779699 -4.7977 0.0277215 31.3731 0.300101 1901.6 31.7752 0.00257013 0.00492437 0.00234974 0.00487814 0.398516 0.00231296 0.215224 0.00211281 
8 0.75 8320000 13.035 0.0733963 -4.7905 0.0267265 31.306 0.290901 1897.59 31.0062 0.00523707 0.00473642 -6.18742e-05 0.0051261 0.39846 0.00222436 0.21537 0.0020193 
8 0.75 8960000 13.0499 0.0721314 -4.79435 0.0256352 31.3411 0.275846 1900.62 29.3314 0.00400226 0.00439584 -0.000854331 0.0051261 0.398893 0.00211635 0.215772 0.00190304 
8 0.75 9600000 13.0317 0.0691391 -4.79796 0.0241599 31.3533 0.259292 1900.31 27.6084 0.00479277 0.00422782 -0.000524747 0.00441465 0.39931 0.00201042 0.216142 0.00180737 
8 0.75 10240000 13.0424 0.0668594 -4.79773 0.0230357 31.3461 0.246145 1903.68 26.4378 0.00424475 0.00398703 -0.00141299 0.00441465 0.398884 0.00190548 0.215856 0.00170749 
8 0.75 10880000 13.0458 0.0645201 -4.79206 0.0223492 31.3007 0.237079 1896.36 25.6805 0.00339824 0.0037702 -0.00111079 0.00390152 0.398843 0.00184888 0.215698 0.00166625 
8 0.75 11520000 13.0342 0.0628494 -4.78283 0.0219405 31.2502 0.230805 1892.35 24.7969 0.00326752 0.00366003 -0.000693001 0.00390152 0.398024 0.00181026 0.215178 0.00162665 
8 0.75 12160000 13.0637 0.0605606 -4.77614 0.0221912 31.2073 0.23221 1893.24 24.6714 0.00149068 0.00370128 -0.000787234 0.00357279 0.397519 0.0018755 0.214847 0.00161549 
8 0.75 12800000 13.0658 0.0599174 -4.78202 0.0220296 31.2755 0.227402 1898.14 24.2572 0.00324079 0.00389834 -0.00113214 0.00349828 0.397889 0.0018755 0.215355 0.00158312 
8 0.75 13440000 13.0441 0.0580035 -4.78794 0.0227663 31.3607 0.22346 1910.79 23.978 0.00400071 0.00377677 -0.000280384 0.00439429 0.398111 0.0017789 0.215589 0.00158889 
8 0.75 14080000 13.0441 0.0560081 -4.78794 0.0227663 31.3607 0.22346 1910.79 23.5622 0.00400071 0.00373843 -0.000280384 0.00439429 0.398111 0.0017789 0.215589 0.00158889 
8 0.75 14720000 13.0498 0.0543559 -4.7792 0.0227603 31.2363 0.235252 1895.52 25.0714 0.00386552 0.00344336 -0.000839239 0.00439429 0.397184 0.00184305 0.214813 0.00162286 
8 0.75 15360000 13.0498 0.0535021 -4.7792 0.0223103 31.2363 0.235252 1895.52 25.0714 0.00386552 0.00340102 -0.000839239 0.00439429 0.397184 0.00184305 0.214813 0.00162286 
8 0.75 16000000 13.0498 0.052643 -4.77832 0.0209774 31.2002 0.218389 1887.39 26.9284 0.00387795 0.00316111 -0.00084492 0.003698 0.397156 0.00168967 0.214642 0.00149654 
8 0.75 16640000 13.0498 0.0522413 -4.77832 0.0204682 31.2002 0.218389 1887.39 26.9284 0.00387795 0.00311762 -0.00084492 0.003698 0.397156 0.00168967 0.214642 0.00149654 
8 0.75 17280000 13.0265 0.0513408 -4.78135 0.0195483 31.2446 0.206056 1891.12 26.9284 0.00383521 0.00292725 0.00010971 0.003698 0.397191 0.00156006 0.214741 0.00138887 
8 0.75 17920000 13.0265 0.0501327 -4.78135 0.0191156 31.2446 0.206056 1891.12 26.9284 0.00383521 0.0028781 0.00010971 0.003698 0.397191 0.00156006 0.214741 0.00138465 
