L J MC_steps R2 R2_std E E_std E2 E2_std E4 E4_std Sin1 Sin1_std Cos1 Cos1_std Mag2 Mag2_std Mag4 Mag4_std Mag1 Mag1_std eig1 eig1_std eig2 eig2_std eig3 eig3_std R_g_2_trace R_g_2_trace_std R_g_2_direct R_g_2_direct_std asphericity asphericity_std
400 0.265 64000000 435 0 -118.487 0 14039.2 0 1.97099e+08 0 -0.08981 0 -0.0344717 0 0.00925413 0 8.56389e-05 0 0.0961984 0 24.17 0 54.3159 0 81.528 0 160.014 0 160.014 0 0.0964523 0 
400 0.265 67200000 796 255.266 -108.377 7.14889 11847.8 1549.55 1.45172e+08 3.67175e+07 -0.0469958 0.0302742 -0.0308356 0.00257114 0.00500571 0.00300408 4.31062e-05 3.00752e-05 0.0618587 0.0242818 22.1316 1.44132 53.0953 0.86308 503.028 298.045 578.255 295.741 578.255 295.741 0.446144 0.247269 
400 0.265 70400000 1816.33 850.302 -100.605 7.9365 10310.2 1625.79 1.14231e+08 3.51773e+07 -0.0169459 0.0317702 -0.0219255 0.00747421 0.00396351 0.00217601 2.99145e-05 2.27601e-05 0.0556887 0.0169537 17.2621 4.09042 40.0095 10.7 464.203 201.21 521.474 202.538 521.474 202.538 0.580513 0.198017 
400 0.265 73600000 1474.5 703.088 -113.707 12.8137 13586.1 3087.92 2.22723e+08 9.7591e+07 -0.00969378 0.0246414 -0.0346237 0.0123433 0.004331 0.00166275 2.98165e-05 1.70703e-05 0.0601945 0.0133005 15.3667 3.47935 37.923 8.22593 374.005 169.925 427.295 172.415 427.295 172.415 0.521387 0.157092 
400 0.265 76800000 1343.8 574.49 -114.27 10.2633 13584.3 2470.33 2.15046e+08 7.83742e+07 -0.0268902 0.0250036 -0.016535 0.0189545 0.00591875 0.00194581 5.39624e-05 2.55522e-05 0.0703094 0.0139666 13.9003 3.07701 38.8767 6.63579 318.656 144.674 371.433 146.703 371.433 146.703 0.472543 0.133051 
400 0.265 80000000 1410 482.541 -123.002 11.6917 15949.8 2983.42 3.078e+08 1.06935e+08 -0.0353772 0.0222301 -0.0265868 0.0182673 0.00692562 0.0018639 6.8809e-05 2.52408e-05 0.0768181 0.0130678 13.9668 2.56489 41.2635 5.94359 3065.84 2510.72 3121.07 2513.04 3121.07 2513.04 0.558459 0.135811 
400 0.265 83200000 1554.43 434.684 -116.908 11.5009 14593.3 2848.96 2.6978e+08 9.81851e+07 -0.0323504 0.0192593 -0.0376902 0.0187306 0.00751941 0.00168957 7.6524e-05 2.27835e-05 0.0808829 0.0118162 13.1461 2.32608 39.1089 5.47111 2661.74 2184.33 2713.99 2186.76 2713.99 2186.76 0.572861 0.117171 
400 0.265 86400000 1642.75 389.218 -121.111 10.804 15601.6 2665.3 3.0024e+08 9.05134e+07 -0.0377387 0.0175895 -0.0218179 0.0221144 0.00828775 0.00164382 9.03039e-05 2.37398e-05 0.0853854 0.0111641 12.602 2.09798 35.9012 5.64983 2364.7 1931.38 2413.2 1933.99 2413.2 1933.99 0.600635 0.105765 
400 0.265 89600000 1590.56 349.453 -117.233 10.2759 14693.9 2518.98 2.73017e+08 8.44508e+07 -0.0240496 0.0202738 -0.022039 0.0196584 0.00824142 0.00146182 8.71533e-05 2.13101e-05 0.0857556 0.00992977 11.9482 1.96409 34.4512 5.20482 2119.54 1732.27 2165.94 1734.84 2165.94 1734.84 0.599352 0.094021 
400 0.265 92800000 1619.6 315.713 -113.275 9.98134 13827.6 2411.46 2.49353e+08 7.92521e+07 -0.0174731 0.0245124 -0.0231968 0.0177266 0.00770431 0.00167781 7.92619e-05 2.64262e-05 0.0825375 0.0104049 11.6134 2.40986 34.1496 6.11151 1938.53 1568.47 1984.29 1570.83 1984.29 1570.83 0.608322 0.0850456 
400 0.265 96000000 1623.18 287.032 -116.445 9.56411 14565.7 2302.44 2.70473e+08 7.48088e+07 -0.00973623 0.0245124 -0.0205531 0.016311 0.0074229 0.00167781 7.39872e-05 2.64262e-05 0.0812058 0.0104049 11.673 2.40986 35.681 6.11151 1785.76 1456.58 1833.12 1459.81 1833.12 1459.81 0.599155 0.0778068 
400 0.265 99200000 1712.83 276.76 -113.12 9.32722 13840.2 2221.95 2.50795e+08 7.11159e+07 -0.00877088 0.0219174 -0.0132208 0.0165178 0.00718356 0.00147678 6.95475e-05 2.37403e-05 0.0800603 0.00896084 11.1885 2.04534 34.2451 5.09367 1660.11 1319.36 1705.54 1321.34 1705.54 1321.34 0.613772 0.0726831 
400 0.265 102400000 1594.85 279.491 -114.121 8.66331 13999.4 2056.73 2.50975e+08 6.56457e+07 -0.0111314 0.0219174 -0.0137402 0.0152554 0.00678142 0.00147678 6.44919e-05 2.37403e-05 0.0773037 0.00896084 10.9682 2.04534 35.5668 5.09367 1537.89 1240.14 1584.42 1242.84 1584.42 1242.84 0.580474 0.0743291 
400 0.265 105600000 1679.86 272.149 -116.34 8.32372 14505 1970.98 2.64781e+08 6.23916e+07 -0.00901504 0.0187877 -0.0131883 0.0141757 0.00632406 0.00149515 5.98956e-05 2.22245e-05 0.0731713 0.00998355 11.5106 1.77834 35.7254 4.57606 1443.24 1139.78 1490.47 1141.31 1490.47 1141.31 0.572894 0.0694054 
