L J MC_steps R2 R2_std E E_std E2 E2_std E4 E4_std Sin1 Sin1_std Cos1 Cos1_std Mag2 Mag2_std Mag4 Mag4_std Mag1 Mag1_std eig1 eig1_std eig2 eig2_std eig3 eig3_std R_g_2_trace R_g_2_trace_std R_g_2_direct R_g_2_direct_std asphericity asphericity_std
400 0.26 64000000 1131 0 -79.1287 0 6261.35 0 3.92045e+07 0 -0.075249 0 0.00106265 0 0.00566354 0 3.20757e-05 0 0.0752565 0 6.39392 0 33.8605 0 275.328 0 315.582 0 315.582 0 0.659622 0 
400 0.26 67200000 598 376.888 -76.01 2.20524 5787.25 335.24 3.3717e+07 3.88023e+06 -0.0619307 0.00941748 -0.0370659 0.026961 0.00684046 0.000832206 4.8177e-05 1.13853e-05 0.0823982 0.00504991 9.89797 2.47774 29.1555 3.32692 177.813 68.9533 216.867 69.8025 216.867 69.8025 0.467998 0.135499 
400 0.26 70400000 633.667 252.941 -82.5268 5.52033 6902.1 937.308 5.02746e+07 1.37645e+07 -0.0416592 0.0177023 -0.0396321 0.0180957 0.00522867 0.00142819 3.34582e-05 1.42141e-05 0.0698582 0.0107781 10.4014 1.7022 30.0892 2.3453 142.752 54.1541 183.242 54.03 183.242 54.03 0.384149 0.113345 
400 0.26 73600000 1654 903.769 -74.8979 7.79693 5852.86 1148.85 3.95354e+07 1.3895e+07 -0.0197108 0.0231856 -0.0152941 0.0250688 0.0052865 0.00107231 3.25464e-05 1.06898e-05 0.0708666 0.00813062 11.2263 1.46294 40.3007 9.01668 210.678 71.4853 262.205 79.4887 262.205 79.4887 0.429569 0.0936679 
400 0.26 76800000 1671 723.175 -82.2332 9.05275 7172.06 1495.64 6.26231e+07 2.3452e+07 -0.0186378 0.0185733 0.00858103 0.0292954 0.00643695 0.00133968 5.0408e-05 1.81208e-05 0.0777064 0.00892943 11.4371 1.18544 36.8497 7.84602 218.204 57.5831 266.491 63.7064 266.491 63.7064 0.476123 0.0857264 
400 0.26 80000000 1507.33 620.89 -86.9849 8.70213 8020.74 1467.53 7.72541e+07 2.36713e+07 -0.0239304 0.0162143 0.01577 0.0252796 0.00623311 0.0011318 4.65375e-05 1.55085e-05 0.0767899 0.00748807 17.8047 5.89616 40.9313 7.52552 3818.5 3286.95 3877.24 3296.57 3877.24 3296.57 0.560915 0.105332 
400 0.26 83200000 1615.86 541.593 -95.6106 10.9275 9977.26 2205.31 1.33589e+08 5.59638e+07 -0.0114004 0.0181032 0.0262343 0.0237354 0.00705586 0.00123342 6.04345e-05 1.84998e-05 0.0814641 0.00774097 17.3021 5.07522 38.1719 6.93792 3313.99 2855.85 3369.46 2864.47 3369.46 2864.47 0.580009 0.0919992 
400 0.26 86400000 1482.5 490.037 -95.6498 9.56161 9880.28 1931.77 1.27474e+08 4.93013e+07 -0.0121469 0.0158557 0.0270759 0.0207834 0.00634746 0.00126644 5.31213e-05 1.75735e-05 0.0759392 0.00851982 15.8547 4.64264 38.7561 6.09522 2912.97 2526.86 2967.58 2534.45 2967.58 2534.45 0.547795 0.0859543 
400 0.26 89600000 1343.67 454.83 -95.1745 8.51101 9710.12 1724.61 1.21055e+08 4.42393e+07 -0.01393 0.0141938 0.0283278 0.0185118 0.00589387 0.00120422 4.7789e-05 1.64099e-05 0.0727896 0.00813453 15.5371 4.13764 37.2052 5.61183 2601.11 2265.26 2653.85 2272.18 2653.85 2272.18 0.52835 0.0785726 
400 0.26 92800000 1453.4 422.377 -93.7402 8.60916 9392.49 1725.81 1.13219e+08 4.14403e+07 -0.0121069 0.0146125 0.0256464 0.0182347 0.00530656 0.00121863 4.30101e-05 1.54491e-05 0.0659666 0.00994828 15.8928 3.73914 45.2695 9.16728 3099.12 2092.77 3160.29 2100.64 3160.29 2100.64 0.570275 0.0811333 
400 0.26 96000000 1508.27 387.527 -93.1002 8.60916 9221.97 1725.81 1.08063e+08 4.14403e+07 -0.00897012 0.0146125 0.0241536 0.0182347 0.00487749 0.00118097 3.91314e-05 1.45234e-05 0.0621717 0.00994828 15.3271 3.51478 43.0783 8.59177 2840.2 1918.46 2898.6 1925.9 2898.6 1925.9 0.582058 0.0746081 
400 0.26 99200000 1465.33 357.604 -97.5798 7.98473 10250.7 1651.78 1.37817e+08 4.43974e+07 -7.02597e-05 0.0164017 0.0130805 0.0190392 0.00625363 0.00170525 7.40024e-05 3.59429e-05 0.0691789 0.0110601 14.7585 3.20156 42.8138 7.87986 2612 1772.11 2669.57 1778.98 2669.57 1778.98 0.558524 0.0720067 
400 0.26 102400000 1490.54 330.983 -96.9968 7.98473 10085.3 1637.71 1.32263e+08 4.13282e+07 -0.000665166 0.0164017 0.0102715 0.0190392 0.00581952 0.0016284 6.83385e-05 3.36213e-05 0.0657575 0.0107255 14.353 3.10664 41.0594 7.46647 2430.99 1645.01 2486.4 1651.54 2486.4 1651.54 0.570772 0.0675013 
400 0.26 105600000 1494.71 307.368 -95.7909 7.0416 9823.34 1458.45 1.25758e+08 3.88847e+07 -4.98222e-05 0.0140586 0.0122283 0.0163384 0.00550969 0.00154127 6.36141e-05 3.155e-05 0.0638103 0.0101346 14.1581 2.77429 39.2739 7.14345 2266.41 1535.72 2319.85 1541.94 2319.85 1541.94 0.56825 0.0627268 
400 0.26 108800000 1513.8 287.469 -96.3055 7.0416 9882.74 1458.45 1.25027e+08 3.70309e+07 -0.00338744 0.0140586 0.00459562 0.0163384 0.00600697 0.00151662 7.05859e-05 3.02071e-05 0.0671484 0.00999356 14.1586 2.72022 38.365 6.72479 2131.41 1439.26 2183.93 1445.13 2183.93 1445.13 0.571809 0.0586459 
400 0.26 112000000 1579.38 276.88 -96.0037 6.16461 9788.07 1276.57 1.2159e+08 3.4193e+07 -0.000200889 0.0123021 0.00421553 0.0161418 0.00577327 0.00143973 6.64957e-05 2.85948e-05 0.0659279 0.00944319 13.5204 2.50491 36.9242 6.457 2020.95 1353.54 2071.4 1359.18 2071.4 1359.18 0.589547 0.0576007 
400 0.26 115200000 1622.76 263.971 -94.6835 6.16461 9530.59 1276.57 1.1616e+08 3.26358e+07 -0.00378067 0.0123021 0.0025539 0.0161418 0.00568693 0.00135762 6.36746e-05 2.70515e-05 0.0659095 0.00888773 14.4803 2.53481 39.6892 6.64288 1912.38 1278.27 1966.55 1283.27 1966.55 1283.27 0.566274 0.058726 
400 0.26 118400000 1639.44 249.832 -94.7151 5.61272 9505.19 1165.65 1.1428e+08 3.08524e+07 -0.00188116 0.0110493 0.00767235 0.0147137 0.00592044 0.00130213 6.55714e-05 2.56151e-05 0.0677729 0.00858707 14.5369 2.39462 39.954 6.2791 1819.65 1210.61 1874.14 1215.3 1874.14 1215.3 0.562675 0.0555737 
400 0.26 121600000 1602.89 239.342 -94.2194 5.61272 9387.84 1165.65 1.11051e+08 2.9817e+07 -0.00500052 0.0110493 0.0052078 0.0147137 0.00588633 0.00123404 6.35832e-05 2.4344e-05 0.0680275 0.00813889 14.6881 2.38242 40.0423 5.94924 1729.93 1150.22 1784.66 1154.62 1784.66 1154.62 0.546536 0.0549424 
400 0.26 124800000 1544.1 234.485 -92.7915 6.69273 9134 1332.48 1.06428e+08 3.08972e+07 -0.00679674 0.0109835 0.00331792 0.0151325 0.00572886 0.00118234 6.07786e-05 2.32878e-05 0.0672419 0.00776977 14.3298 2.18776 39.1439 5.71921 1649.91 1095.49 1703.38 1099.75 1703.38 1099.75 0.545501 0.0562124 
400 0.26 128000000 1544.1 232.8 -92.7915 6.69273 9134 1332.48 1.06428e+08 3.08972e+07 -0.00679674 0.0120638 0.00331792 0.0151325 0.00572886 0.00133537 6.07786e-05 2.8572e-05 0.0672419 0.00824551 14.3298 2.15317 39.1439 5.44821 1649.91 1376.59 1703.38 1380 1703.38 1380 0.545501 0.0562124 
400 0.26 131200000 1418.55 229.371 -92.8186 6.69273 9118.7 1332.48 1.05006e+08 3.08972e+07 -0.000757363 0.0115745 -0.000879037 0.0151325 0.00645703 0.0012747 7.74399e-05 2.73296e-05 0.0713519 0.00787959 14.3999 2.04429 39.5265 5.20669 2456.27 1318.72 2510.2 1321.96 2510.2 1321.96 0.549263 0.0562124 
400 0.26 134400000 1418.55 220.289 -92.8186 6.69273 9118.7 1332.48 1.05006e+08 3.08972e+07 -0.000757363 0.0121003 -0.000879037 0.0151325 0.00645703 0.00125441 7.74399e-05 2.64978e-05 0.0713519 0.00776951 14.3999 1.97897 39.5265 5.05081 2456.27 1265.38 2510.2 1268.56 2510.2 1268.56 0.549263 0.0562124 
400 0.26 137600000 1363.83 213.791 -92.0288 5.62056 8940.31 1124.39 1.00387e+08 2.63315e+07 -0.00575507 0.0115989 0.00217167 0.0126538 0.00672443 0.00120261 7.99282e-05 2.54647e-05 0.0734391 0.00744739 13.8744 1.90807 38.9902 4.8507 2259.25 1216.17 2312.11 1219.2 2312.11 1219.2 0.531989 0.0514011 
400 0.26 140800000 1363.83 205.695 -92.0288 5.62056 8940.31 1124.39 1.00387e+08 2.63315e+07 -0.00575507 0.0115989 0.00217167 0.0126538 0.00672443 0.00115525 7.99282e-05 2.45178e-05 0.0734391 0.00714986 13.8744 1.86452 38.9902 4.75498 2259.25 1350.91 2312.11 1352.93 2312.11 1352.93 0.531989 0.0525862 
400 0.26 144000000 1426.54 203.476 -93.1961 5.62056 9146.42 1124.39 1.03501e+08 2.63315e+07 -0.00571502 0.0112953 0.000773854 0.0126538 0.00657136 0.00111611 7.55711e-05 2.36964e-05 0.0730569 0.00688938 13.6245 1.77543 38.116 4.57331 2847.51 1303.05 2899.25 1305 2899.25 1305 0.54984 0.0505683 
400 0.26 147200000 1426.54 198.308 -93.1961 5.62056 9146.42 1124.39 1.03501e+08 2.63315e+07 -0.00571502 0.0110318 0.000773854 0.0126538 0.00657136 0.00107497 7.55711e-05 2.28639e-05 0.0730569 0.00674784 13.6245 1.73777 38.116 4.41367 2847.51 1258.67 2899.25 1260.55 2899.25 1260.55 0.54984 0.0491757 
400 0.26 150400000 1502.5 203.24 -94.8131 5.46389 9520.62 1103.4 1.14599e+08 2.61249e+07 -0.00733253 0.0106408 0.00168121 0.0108556 0.00634082 0.00105679 7.14767e-05 2.21981e-05 0.0715404 0.00660842 13.5564 1.66789 37.0964 4.31451 2660.84 1216.66 2711.49 1218.53 2711.49 1218.53 0.552108 0.0482824 
400 0.26 153600000 1502.5 203.24 -94.8131 5.46389 9520.62 1103.4 1.14599e+08 2.61249e+07 -0.00733253 0.0105012 0.00168121 0.0108556 0.00634082 0.00102314 7.14767e-05 2.15122e-05 0.0715404 0.00638549 13.5564 1.61498 37.0964 4.2117 2660.84 1177.96 2711.49 1179.81 2711.49 1179.81 0.552108 0.0472677 
