L J MC_steps R2 R2_std E E_std E2 E2_std E4 E4_std Sin1 Sin1_std Cos1 Cos1_std Mag2 Mag2_std Mag4 Mag4_std Mag1 Mag1_std eig1 eig1_std eig2 eig2_std eig3 eig3_std R_g_2_trace R_g_2_trace_std R_g_2_direct R_g_2_direct_std asphericity asphericity_std
400 0.27 64000000 4505 0 -88.9927 0 7919.7 0 6.27216e+07 0 -0.0695434 0 0.0187447 0 0.00518765 0 2.69117e-05 0 0.0720253 0 11.5882 0 164.61 0 13929.4 0 14105.6 0 14105.6 0 0.962965 0 
400 0.27 67200000 3255 883.883 -95.2999 4.45991 9121.86 850.058 8.46535e+07 1.55082e+07 -0.034128 0.0250425 -0.0215489 0.0284918 0.00450689 0.000481367 2.07755e-05 4.33894e-06 0.0669406 0.00359548 9.32618 1.59947 90.7813 52.2044 7098.27 4830.33 7198.37 4884.13 7198.37 4884.13 0.865841 0.0686775 
400 0.27 70400000 2696.33 745.181 -109.685 12.1159 12471.2 2792.82 1.7893e+08 7.76679e+07 -0.0222416 0.019311 -0.0375238 0.0230418 0.00461424 0.000332666 2.16233e-05 2.97429e-06 0.0677906 0.00249544 9.85494 1.15039 69.2854 38.9781 4797.3 3728.19 4876.44 3767.8 4876.44 3767.8 0.770875 0.0900475 
400 0.27 73600000 2231 689.024 -105.735 9.70953 11557 2239.26 1.53621e+08 6.22383e+07 0.00811234 0.0300131 -0.0275245 0.0193297 0.00592109 0.00115893 4.04318e-05 1.64407e-05 0.0756442 0.00705421 8.16431 1.69944 57.6353 30.9257 3632.44 2972.56 3698.24 3004.43 3698.24 3004.43 0.726651 0.0776394 
400 0.27 76800000 2195 552.159 -114.923 11.3079 13846.6 2720.85 2.28743e+08 8.3629e+07 -0.000784427 0.0252947 -0.01377 0.0197605 0.00534173 0.00106213 3.41747e-05 1.42937e-05 0.071514 0.00674491 9.21168 1.65105 61.9883 25.045 5943.78 3151.03 6014.98 3173.46 6014.98 3173.46 0.777697 0.0770867 
400 0.27 80000000 2170 460.698 -115.284 9.42907 13824 2267.47 2.2195e+08 6.99662e+07 -0.00443664 0.021341 -0.00215685 0.0195845 0.00505827 0.00092216 3.06883e-05 1.23293e-05 0.0696518 0.00587222 9.49694 1.4003 66.3148 21.2413 7502.53 2986.61 7578.34 3005.06 7578.34 3005.06 0.811555 0.0712877 
400 0.27 83200000 1999.57 425.241 -124.401 11.6857 16431.5 3099.23 3.3723e+08 1.22423e+08 0.00257955 0.0194114 -0.00249822 0.0167897 0.00462375 0.000886904 2.68853e-05 1.11391e-05 0.0661169 0.00600375 8.88725 1.32637 61.0516 18.8476 6446.51 2740.29 6516.45 2757.01 6516.45 2757.01 0.757366 0.0790611 
400 0.27 86400000 2017.25 372.453 -123.823 10.2393 16170.8 2722.77 3.20802e+08 1.08217e+08 -0.00382401 0.0180102 0.00134832 0.0151252 0.00444155 0.000794536 2.47777e-05 9.94407e-06 0.0648858 0.00537801 11.3706 2.59679 58.2327 16.7011 8105.77 2856.26 8175.37 2868.38 8175.37 2868.38 0.786424 0.0743269 
400 0.27 89600000 1881.22 355.042 -127.667 9.79656 17162.5 2594.56 3.55137e+08 1.01493e+08 0.0043048 0.017749 -0.00913662 0.0166876 0.00544354 0.0011795 4.2153e-05 1.86142e-05 0.0705668 0.00717916 14.0011 3.38796 105.433 46.9115 8360.47 2550.23 8479.91 2565.79 8479.91 2565.79 0.795038 0.0665657 
400 0.27 92800000 1826.4 353.72 -127.256 8.8255 16973 2342.01 3.42932e+08 9.2075e+07 -0.000871866 0.016712 -0.0115517 0.0172141 0.00523525 0.00107978 3.90671e-05 1.70066e-05 0.0693073 0.0065708 13.4762 3.08955 97.7121 42.8509 9278.07 2454.74 9389.25 2465.09 9389.25 2465.09 0.814904 0.065054 
